START	END	SITES
14044509	14051036	48
14052164	14065294	97
14066398	14072265	33
14073505	14077058	18
14078365	14099729	115
14101257	14101473	3
14102750	14103332	4
14104496	14105219	5
14106479	14109526	20
14110676	14111475	7
14112532	14115542	15
14116890	14119492	13
14121145	14124315	16
14125335	14127879	16
14129969	14134977	16
14136301	14143518	38
14145213	14194329	241
14195432	14197938	32
14199263	14199356	2
14200976	14235312	161
14236362	14237468	7
14238563	14242495	13
14243655	14251077	39
14253007	14269187	89
14270255	14275640	30
14276807	14281908	22
14283119	14284665	4
14285738	14320836	236
14322058	14323190	7
14324200	14353905	197
14354973	14373690	118
14375040	14399633	192
14400909	14413579	62
14415447	14464001	1003
14465135	14470738	48
14472069	14494934	269
14496069	14502345	51
14503518	14533121	304
14534138	14568830	177
14569850	14594000	146
14595201	14641768	368
14642802	14650764	50
14652406	14659349	36
14660394	14684922	202
14686305	14728599	322
14729673	14731276	12
14732638	14911670	1487
14913032	14914635	12
14915709	14958004	323
14959387	14983916	202
14984961	14991904	36
14993546	15001508	50
15002541	15049111	369
15050312	15074464	145
15075484	15110176	177
15111193	15140790	305
15141963	15148239	51
15149374	15172238	271
15173569	15179172	48
15180306	15228865	1003
15230733	15243403	61
15244679	15269264	192
15270614	15289334	119
15290402	15367922	520
15369617	15374787	57
15375829	15534023	1045
15535060	15682877	1041
15683919	15689089	57
15690784	15739847	335
15741244	15751841	85
15753558	15757282	19
15758647	15783432	177
15784880	15785978	11
15787917	15788804	8
15789990	15800935	57
15802200	15832305	205
15833384	15936260	962
15937355	15939277	14
15940339	15952606	261
15953609	15971527	114
15972654	15972655	1
15973762	15985483	73
15986875	15995269	38
15996331	16018488	90
16019570	16034656	62
16035663	16039800	36
16041607	16043656	9
16044847	16050445	28
16051525	16051526	1
16052680	16063528	49
16064618	16069707	18
16070750	16079835	48
16081320	16094986	73
16095996	16115726	86
16117055	16122872	22
16124014	16143943	90
16144945	16151932	23
16153006	16161524	40
16162737	16165260	19
16166868	16171350	18
16172950	16175143	12
16176359	16184847	34
16185897	16210587	100
16211991	16214588	10
16215799	16239478	115
16240490	16240887	5
16241986	16248463	64
16249524	16251838	9
16253510	16258281	28
16259593	16260238	5
16261407	16267056	21
16268075	16275178	34
16276257	16307778	219
16309860	16323455	62
16324807	16332173	32
16333568	16380064	303
16381332	16381338	2
16382408	16384668	12
16385781	16412390	237
16413699	16422631	87
16423757	16429839	45
16430853	16461165	253
16462494	16463234	6
16464919	16465417	6
16466437	16473574	35
16474647	16476022	5
16477062	16480204	25
16481443	16485432	30
16486513	16490324	13
16491357	16511095	89
16513495	16517850	26
16519129	16542916	118
16543987	16545641	5
16546697	16607194	473
16608302	16632390	259
16633816	16657265	116
16658555	16660001	10
16661453	16663949	17
16665096	16668080	7
16669885	16674865	27
16675916	16693493	117
16694781	16695037	2
16697277	16701129	12
16702713	16704072	4
16705174	16710938	25
16712460	16712461	1
16714235	16715273	5
16716285	16717455	6
16718618	16742790	175
16744050	16744831	3
16745914	16748592	10
16750175	16752665	10
16753719	16753745	2
16754857	16766926	59
16768351	16771244	9
16772247	16778273	19
16779503	16788815	45
16790245	16810622	151
16812373	16823790	55
16824957	16828131	19
16829266	16834267	25
16835754	16838701	11
16839943	16849468	37
16851024	16851063	2
16852185	16855352	30
16856562	16865567	56
16867531	16869127	6
16870235	16880855	70
16881971	17181316	2141
17182316	17182317	1
17183351	17184602	5
17185620	17194431	84
17195553	17213652	93
17214993	17218084	8
17219166	17226107	38
17227740	17230289	7
17231473	17234032	8
17235073	17244573	39
17245911	17260147	76
17261196	17273343	58
17275228	17309497	177
17310599	17317450	26
17318672	17332082	53
17333542	17339975	38
17341349	17341734	4
17343631	17343901	3
17344947	17350713	50
17352403	17356575	17
17357782	17358077	2
17359542	17359543	1
17360633	17428491	547
17429690	17429691	1
17431594	17441288	65
17443015	17450326	34
17451415	17483343	195
17484903	17485477	4
17486643	17491118	18
17493777	17507553	47
17508755	17511934	13
17512938	17512939	1
17514237	17519965	26
17521009	17524017	12
17525159	17525339	3
17526535	17526863	3
17528432	17530450	11
17531545	17535566	32
17536602	17538986	14
17540177	17551870	110
17553173	17555177	8
17556712	17591599	373
17592649	17604402	91
17605426	17634669	211
17635804	17668063	250
17669473	17680811	59
17681855	17693488	76
17694657	17697345	20
17698462	17698463	1
17699485	17712382	66
17713772	17734288	95
17735347	17749180	74
17750598	17788294	206
17789366	17796537	22
17798406	17801529	13
17802761	17805437	11
17806801	17816771	47
17818305	17819715	8
17821041	17868903	290
17869903	17897757	208
17898787	17901340	17
17902469	17924945	92
17925981	17926172	4
17928295	17934366	26
17935757	17939588	12
17940650	17948789	35
17949882	17950298	2
17951462	17961817	41
17962885	17966784	12
17968179	17969630	7
17970899	17971873	6
17972946	17973738	11
17974788	17985312	49
17986465	17988787	6
17989798	17991692	23
17992707	17997509	24
17999061	18003787	36
18004819	18008243	17
18009720	18011037	4
18012050	18024659	55
18025685	18029805	23
18031138	18037630	38
18039069	18039713	5
18041288	18041289	1
18042793	18047228	16
18048279	18050544	17
18051953	18052102	2
18053555	18073887	97
18075520	18075521	1
18076888	18076889	1
18077904	18087599	71
18089787	18097937	74
18099078	18100686	7
18101825	18103073	5
18104151	18109640	22
18111366	18119841	53
18121098	18143125	190
18144718	18162553	92
18163698	18195955	162
18196996	18258858	603
18259894	18427274	1854
18428670	18429106	4
18430170	18468126	239
18469184	18471524	10
18472830	18481264	44
18482420	18502797	238
18504087	18538085	144
18539116	18550440	52
18551693	18557302	35
18558979	18565980	38
18566982	18571839	24
18573385	18580648	40
18582359	18587968	35
18589221	18600540	52
18601571	18611411	46
18612653	18617618	27
18618636	18647929	261
18648947	18727104	1029
18728119	18747860	197
18748980	18811787	359
18813669	18825701	66
18826836	18850145	142
18851341	18857312	34
18858790	18863193	45
18864232	18870841	43
18871853	19004840	1234
19005846	19011682	25
19013155	19030845	94
19031915	19034315	9
19035412	19041415	66
19042647	19042648	1
19043912	19060395	104
19061648	19067949	34
19069178	19069179	1
19070383	19087723	147
19088759	19147647	562
19148732	19151270	12
19152512	19176562	174
19177902	19181946	20
19182952	19323535	1276
19324574	19328978	46
19330456	19336427	34
19337623	19374095	213
19375978	19438789	352
19439909	19459655	199
19460674	19497251	295
19498371	19506891	71
19508249	19530539	178
19531736	19567256	277
19568290	19636426	464
19638176	19663187	165
19664601	19697605	176
19698656	19726818	173
19728170	19815916	554
19816957	19868156	370
19869261	20152817	2876
20153922	20210980	372
20212145	20216040	34
20217394	20217593	3
20218625	20289315	469
20290673	20299193	71
20300313	20336887	295
20337906	20421079	543
20422961	20459856	235
20461052	20467023	35
20468499	20472874	39
20473912	20517488	274
20518755	20547135	124
20548290	20554903	53
20555909	20559025	32
20560095	20583444	179
20584553	20608613	123
20609839	20613254	21
20614379	20629036	75
20630162	20634630	37
20636476	20654940	81
20655984	20660904	27
20662198	20676937	59
20678250	20698492	98
20699959	20722989	112
20724008	20725718	12
20726782	20744752	116
20745954	20747753	11
20749020	20750805	11
20752122	20813397	375
20814617	20831815	117
20833419	20837067	24
20838076	20873758	240
20874828	20903237	219
20904299	20942960	347
20944151	21032718	799
21034822	21053924	138
21055157	21086529	373
21087714	21104890	113
21105976	21109882	22
21111807	21111808	1
21112838	21165916	442
21167303	21200999	244
21202033	21270174	467
21271924	21296935	165
21298349	21331354	177
21332405	21360571	176
21361923	21449658	555
21450699	21501900	370
21503005	21768476	2652
21769581	21820783	369
21821824	21909550	556
21910903	21939072	175
21940123	21969012	158
21970078	21973128	18
21974542	21999558	165
22001308	22069455	467
22070489	22104209	243
22105596	22158680	438
22159710	22159711	1
22161638	22165540	22
22166626	22183807	113
22184992	22216361	372
22217594	22236692	139
22238797	22327367	797
22328558	22367214	349
22368275	22396681	218
22397751	22433429	240
22434438	22438089	24
22439693	22456894	117
22458114	22493252	231
22494656	22519365	145
22520682	22522467	11
22523734	22525533	9
22526735	22544704	116
22545768	22547478	12
22548497	22571522	113
22572989	22609280	159
22610574	22615494	27
22616538	22634992	80
22636837	22641305	37
22642431	22657084	75
22658209	22661624	20
22662842	22686906	124
22688015	22711361	179
22712431	22715547	32
22716553	22723167	53
22724322	22752694	122
22753960	22797538	276
22798576	22802951	39
22804427	22810398	35
22811594	22848491	235
22850374	22934084	548
22935103	22971669	294
22972789	22981309	71
22982667	23053369	472
23054401	23054600	3
23055954	23059849	35
23061014	23113062	337
23114244	23223077	943
23224289	23280594	374
23281766	23286081	29
23287118	23289407	14
23291357	23303927	54
23305422	23338969	198
23340752	23341179	7
23342495	23409303	438
23410465	23574946	3725
23575970	23603793	298
23605228	23629218	197
