START	END	SITES
787980	787981	1
788500	788731	2
789259	790170	9
791316	791317	1
792189	792190	1
792914	798939	103
799520	800858	11
801591	804342	69
805118	805638	5
806166	806863	8
807511	811496	33
812289	814185	26
814887	818167	18
818789	819364	11
820377	820378	1
822252	822690	2
823456	824308	12
825324	825325	1
825892	826450	8
827489	828424	17
829061	830519	10
831387	832379	9
832917	834508	18
835043	835044	1
835588	838816	25
839773	839822	2
840442	842713	62
843763	843764	1
844316	844317	1
845020	845236	2
845927	852654	48
853333	853905	7
854666	855668	6
856189	856709	5
857599	857600	1
858103	858880	7
859806	859807	1
860570	860571	1
861165	865490	54
866402	867464	4
868114	869767	10
870270	870698	2
871332	871333	1
871858	874897	34
875493	875833	3
876406	877340	5
878590	878591	1
879437	880419	6
881008	881153	3
882033	883261	8
883918	885189	11
886087	886705	5
887329	887846	6
888942	889374	4
890562	891507	4
892124	892635	6
893461	893690	11
894331	898569	23
899228	900204	15
900775	902823	68
904021	904022	1
904693	905482	4
906363	906744	4
907311	907312	1
908005	915025	54
915724	916423	5
917223	917375	4
917986	918709	7
919885	920272	5
921003	921004	1
921755	922764	23
923737	926433	13
927068	927549	2
928655	928693	2
929871	930120	3
930948	931552	5
932051	932138	2
932885	934296	8
934811	934812	1
935344	938059	33
938985	940024	7
940692	940693	1
941364	941413	2
941939	941940	1
942554	943130	4
943947	946942	22
947494	947586	2
948423	948574	2
949354	949355	1
949937	950193	2
951171	951847	6
952513	953282	7
953809	955674	32
956180	956227	2
956853	957542	13
958091	958689	5
959743	960590	5
961102	961844	5
962936	964059	17
964672	964680	2
965385	966468	11
967155	970500	26
971200	971578	4
972220	972221	1
973567	975262	11
975892	977017	7
977969	978310	3
978906	979781	12
980431	981173	5
982388	984489	16
985165	985847	4
986412	986706	8
987370	988128	4
988669	990059	7
991283	992021	7
992843	996501	21
997157	997854	6
998692	999040	4
1000051	1000052	1
1001076	1001835	17
1002385	1002386	1
1002937	1004298	15
1004968	1007742	30
1008842	1012267	29
1013040	1013523	4
1014189	1017254	16
1017805	1021057	22
1021576	1021601	2
1022203	1023556	6
1025592	1030233	30
1030883	1030884	1
1031862	1031863	1
1032984	1033754	6
1034901	1035598	9
1036108	1036870	5
1037693	1038405	4
1038994	1039727	5
1040523	1040734	3
1041355	1041805	3
1043150	1043986	7
1044565	1046793	10
1047504	1048103	5
1048617	1048795	2
1049736	1049852	2
1050421	1050422	1
1051124	1053877	17
1054415	1054882	5
1055533	1057739	11
1058280	1058944	3
1059478	1059825	4
1060556	1064465	33
1065322	1067120	16
1068551	1070013	10
1070525	1070991	4
1072286	1072574	2
1073620	1073621	1
1074450	1077827	23
1078720	1079225	3
1080507	1080508	1
1081046	1081047	1
1081887	1082531	4
1083372	1083696	4
1084269	1084293	2
1084832	1085742	8
1087079	1087643	8
1088830	1089237	4
1090064	1090369	4
1090930	1090931	1
1091687	1092343	5
1092894	1093228	5
1093735	1094502	4
1095188	1095189	1
1095689	1095690	1
1096519	1099062	28
1099747	1100361	6
1100942	1101504	5
1102225	1102648	5
1103600	1104073	5
1105443	1106117	25
1106843	1107134	2
1107821	1107822	1
1108389	1108722	2
1109709	1110273	3
1110869	1111651	4
1112274	1112275	1
1112799	1113955	22
1114584	1114585	1
1115159	1116095	10
1116882	1116983	3
1117921	1117922	1
1119151	1120889	13
1122129	1124554	18
1125206	1125556	2
1126567	1133501	45
1134320	1136104	14
1137820	1137867	3
1138700	1138701	1
1139773	1141208	11
1142306	1143338	11
1143874	1144055	2
1144566	1144974	6
1145591	1147111	13
1147952	1148294	2
1149070	1150366	10
1151341	1152119	6
1152623	1153108	7
1153673	1155901	27
1157218	1158674	13
1159325	1162740	47
1163515	1163516	1
1164335	1164528	2
1165287	1166058	20
1166960	1167296	3
1168258	1168303	3
1169484	1169558	2
1170906	1172071	21
1172836	1177971	32
1179059	1179728	9
1180250	1180251	1
1180786	1180787	1
1181338	1181339	1
1182029	1182158	3
1182972	1183386	3
1183892	1186551	30
1187322	1190381	38
1190931	1191602	5
1192358	1192978	5
1193611	1194143	4
1195046	1197286	13
1198252	1198481	2
1199378	1201834	17
1202869	1202870	1
1203509	1203535	2
1204913	1204914	1
1205963	1205964	1
1206745	1207521	4
1208347	1209348	7
1209893	1209894	1
1210400	1212283	8
1213489	1215003	15
1216163	1216305	3
1217192	1220333	29
1221025	1222045	7
1222819	1224608	20
1225461	1229164	26
1229867	1230752	6
1231924	1236993	33
1237498	1240141	15
1240708	1241817	5
1242423	1242524	3
1244950	1247164	30
1247746	1248222	3
1249009	1252098	43
1252608	1252681	2
1253309	1255836	19
1256621	1257638	5
1258266	1259879	23
1260936	1261237	4
1262206	1262207	1
1262884	1263397	3
1264190	1266626	20
1267150	1267151	1
1267711	1269272	25
1270209	1271283	10
1271926	1272625	5
1274336	1274389	2
1275017	1275331	4
1276360	1276361	1
1277003	1277055	2
1277803	1277804	1
1279047	1280184	6
1280710	1282715	13
1283311	1283683	2
1284182	1285418	7
1286079	1287587	9
1288396	1288876	6
1289389	1289425	2
1290783	1290929	4
1291513	1292347	6
1293213	1295118	14
1295873	1295874	1
1296900	1298665	12
1299336	1302285	36
1302813	1303963	6
1304529	1304530	1
1306196	1307944	6
1308451	1309608	10
1310958	1312309	7
1313453	1313662	3
1314193	1314194	1
1314707	1317014	16
1317517	1322752	76
1323282	1323662	2
1324362	1324674	2
1325417	1325418	1
1326143	1328126	14
1328675	1329114	2
1329637	1330136	2
1330880	1330881	1
1331397	1331479	2
1332108	1339916	74
1340920	1341735	14
1342294	1342295	1
1343433	1344168	4
1344667	1344668	1
1345189	1345969	6
1347180	1347181	1
1347887	1348563	5
1349225	1352814	27
1353355	1354410	5
1355306	1357624	14
1359040	1360541	10
1361353	1363422	9
1363988	1363989	1
1364603	1364604	1
1365403	1365907	6
1366448	1367843	14
1368399	1369149	6
1370334	1374099	57
1374665	1376010	7
1376812	1377156	8
1377792	1378379	9
1379105	1379106	1
1379785	1382510	23
1383150	1383784	3
1384516	1384517	1
1385384	1385385	1
1385919	1385920	1
1386774	1387550	5
1388446	1388482	2
1389381	1391087	10
1391845	1391846	1
1392585	1392586	1
1393248	1393249	1
1393753	1393754	1
1394877	1395455	5
1396024	1396278	2
1397163	1397248	2
1398141	1402321	25
1403346	1404286	6
1405016	1405153	4
1405691	1405751	2
1406357	1406505	2
1407100	1407726	9
1408346	1408806	8
1409386	1409790	3
1410535	1412450	8
1413012	1414868	39
1415400	1415517	2
1416111	1416180	2
1416726	1417060	3
1417576	1418597	19
1419525	1420364	5
1421216	1422681	8
1423345	1423930	4
1424487	1429160	52
1430127	1431041	6
1431557	1432029	7
1432875	1433713	9
1434467	1437953	21
1439114	1439604	3
1440291	1441454	8
1442493	1442958	5
1443609	1443835	4
1444362	1447826	15
1448365	1451468	22
1451976	1452150	2
1452659	1454149	10
1456770	1458029	9
1458722	1459420	3
1460218	1460756	3
1461830	1462410	4
1462991	1462992	1
1463588	1467147	24
1467854	1468485	5
1469409	1469879	4
1470549	1471581	8
1472283	1472284	1
1472813	1472814	1
1473576	1477430	33
1477968	1479623	20
1480721	1480883	2
1481895	1481985	3
1482517	1482810	2
1483543	1485171	25
1485912	1485913	1
1487416	1487417	1
1488308	1488688	4
1489428	1490307	8
1491114	1493192	22
1493795	1494075	3
1495471	1496565	11
1497135	1497450	4
1497990	1499424	7
1500883	1501144	4
1501733	1501734	1
1502260	1507648	33
1508427	1509302	4
1510522	1515856	65
1516815	1516816	1
1517586	1518164	7
1519184	1520214	9
1521336	1521658	2
1523082	1524462	7
1525087	1525746	7
1526555	1526869	3
1527538	1527539	1
1528199	1528994	6
1529583	1529695	2
1530794	1530795	1
1531887	1532253	7
1532990	1533269	2
1534075	1534214	2
1534903	1536096	9
1536984	1537113	3
1537647	1538935	16
1539548	1539686	3
1540621	1540757	2
1541311	1544723	20
1545224	1545225	1
1545790	1546563	11
1547424	1547425	1
1548366	1549102	4
1549973	1550256	2
1550966	1550967	1
1551864	1552959	7
1553533	1553654	4
1554561	1554590	2
1555192	1555516	3
1556347	1557498	7
1558116	1559181	10
1560019	1560048	2
1560881	1562717	16
1563369	1565192	17
1565879	1567103	26
1567693	1567771	4
1569010	1569354	3
1570109	1573441	20
1573967	1581048	71
1582426	1582427	1
1583058	1583177	3
1583808	1583809	1
1584716	1585539	6
1586613	1586948	4
1587560	1587676	2
1588600	1589023	3
1589534	1589535	1
1590274	1591073	4
1591582	1592613	5
1593502	1594437	5
1595553	1595791	4
1596366	1597002	6
1598132	1599772	9
1600694	1601785	11
1602786	1602787	1
1603330	1603795	3
1604505	1604506	1
1605103	1605104	1
1605964	1607003	8
1607906	1610168	13
1611832	1611890	2
1612426	1612670	3
1613199	1619620	43
1620444	1621426	6
1622260	1623602	7
1625417	1626551	22
1627218	1629034	34
1630335	1630336	1
1630968	1631638	4
1632579	1632580	1
1634340	1636183	11
1636698	1636699	1
1637279	1641583	31
1642648	1644267	9
1645155	1645156	1
1645727	1646071	3
1646580	1646790	2
1647348	1647349	1
1649090	1649091	1
1649684	1650322	9
1650845	1651595	7
1653130	1654345	5
1655293	1657452	21
1658219	1658220	1
1659161	1659358	2
1659922	1659974	2
1660869	1663835	16
1664635	1664797	2
1665367	1666065	7
1666800	1666801	1
1667755	1668656	4
1669542	1669543	1
1670675	1670676	1
1671273	1671274	1
1671974	1672779	9
1673323	1673324	1
1673992	1673993	1
1674954	1674955	1
1676285	1678365	17
1678987	1680413	22
1680926	1683559	24
1684112	1684113	1
1684949	1685761	4
1687070	1689470	18
1690468	1691195	7
1691954	1692163	4
1692985	1693138	3
1693699	1694111	2
1695059	1697872	20
1698791	1699037	2
1699674	1700961	10
1701618	1701619	1
1702324	1702325	1
1702828	1702855	2
1703460	1703461	1
1704429	1704430	1
1704989	1707534	12
1708053	1708798	8
1709716	1709946	2
1711134	1711930	11
1713228	1713229	1
1713928	1713929	1
1714448	1714470	2
1715165	1715383	3
1716261	1717354	25
1717868	1718334	3
1718835	1719073	3
1720334	1720335	1
1721920	1722843	5
1723390	1724422	12
1725016	1732027	74
1732673	1733026	9
1733735	1733736	1
1734249	1735296	8
1736074	1738594	12
1739140	1740579	10
1741552	1741562	2
1742076	1742158	3
1743362	1744918	12
1745610	1746569	22
1747635	1748979	18
1749913	1749914	1
1750632	1753303	14
1754240	1754241	1
1755102	1755159	2
1755696	1759910	45
1760768	1760885	2
1761388	1762176	6
1762699	1762700	1
1763401	1763718	4
1764320	1768831	54
1770143	1774707	32
1775849	1776280	2
1776939	1778227	10
1778865	1782075	22
1782664	1784343	11
1785048	1787020	10
1787923	1790757	51
1791928	1792720	8
1793219	1793220	1
1793779	1799839	47
1800731	1801283	6
1801844	1802609	4
1803182	1803384	2
1804072	1805396	9
1806163	1806164	1
1806902	1807510	4
1808114	1810649	14
1811222	1812903	15
1813451	1815352	9
1815992	1815993	1
1816605	1817774	6
1818797	1818798	1
1819480	1823617	41
1824295	1824296	1
1824863	1825097	6
1825669	1826688	12
1827413	1827414	1
1828071	1832454	22
1833064	1833669	7
1834191	1836170	13
1836872	1836873	1
1837543	1837544	1
1838102	1838267	3
1839188	1840365	8
1841477	1844842	19
1846230	1846349	2
1846909	1850208	35
1850738	1851898	9
1852642	1854132	22
1856646	1856647	1
1857146	1857217	3
1857853	1859826	12
1860489	1862648	26
1864839	1866719	12
1867872	1868008	2
1868616	1869057	4
1869717	1870571	7
1871576	1872107	9
1872868	1877737	40
1878956	1879656	3
1881261	1881262	1
1881773	1883186	25
1884439	1884440	1
1885185	1886101	7
1886692	1886693	1
1887349	1893139	69
1894138	1898970	31
1900002	1900445	4
1901024	1901677	4
1902264	1902582	3
1903214	1907397	21
1908264	1908902	6
1909583	1912075	12
1912865	1918950	51
1920500	1922152	21
1923222	1923990	3
1924610	1926914	11
1927805	1928193	3
1929193	1929218	2
1930403	1930692	2
1931209	1931861	4
1932527	1935915	28
1936896	1939313	14
1939952	1943609	27
1944530	1947682	25
1948206	1949479	12
1950052	1950053	1
1951096	1951459	2
1952218	1952219	1
1952885	1959724	53
1960902	1960903	1
1962149	1962150	1
1964243	1964244	1
1964803	1969252	24
1970198	1970488	3
1971274	1972521	17
1973205	1975833	24
1976393	1977697	12
1978585	1980500	15
1982116	1983116	7
1984072	1985382	27
1986344	1987059	26
1987660	1988110	3
1988649	1991527	17
1992249	1992807	6
1993597	1994561	5
1995070	1995081	2
1995940	1998136	15
1998645	1998974	5
1999536	2000413	7
2001356	2002102	7
2002601	2004514	11
2005086	2005285	5
2006034	2008498	21
2009174	2009252	2
2009785	2016022	43
2016672	2017446	7
2018002	2018003	1
2019187	2022086	39
2022662	2024238	12
2024785	2024797	2
2025304	2025305	1
2026260	2026606	3
2027134	2027382	2
2027893	2028000	3
2028576	2030847	21
2031386	2031387	1
2032069	2035239	22
2035918	2038793	40
2039453	2042521	17
2043673	2044029	4
2044538	2046610	13
2047276	2048084	5
2049770	2052236	18
2052921	2052922	1
2053632	2058801	29
2059698	2061436	10
2062108	2062236	2
2062976	2063546	5
2064288	2064638	4
2065212	2065788	4
2066447	2068592	9
2070127	2070554	2
2071491	2073824	14
2074326	2075157	5
2075925	2079491	25
2080266	2080864	10
2082094	2082415	5
2083197	2084114	4
2084963	2086988	34
2087566	2087638	2
2088168	2089178	9
2089721	2090847	7
2091862	2091863	1
2092386	2093376	9
2093901	2095285	10
2095939	2095940	1
2096848	2098278	8
2098777	2098778	1
2099334	2102254	20
2102841	2105044	15
2105734	2106046	5
2107297	2107452	2
2108806	2108899	2
2109638	2110339	5
2111012	2112116	9
2113230	2115848	78
2116815	2117519	7
2118091	2118494	3
2119163	2119164	1
2120422	2123061	22
2123630	2124955	12
2126178	2126226	2
2126887	2127112	3
2127751	2127752	1
2128459	2129196	12
2130064	2130652	7
2131299	2134523	22
2135477	2135478	1
2135982	2136641	5
2137651	2137704	2
2138832	2140993	14
2141515	2141516	1
2142217	2143516	17
2144319	2146333	23
2147430	2147431	1
2148280	2149757	7
2150461	2150946	5
2151606	2152019	2
2152548	2152856	4
2153649	2153650	1
2155176	2155509	2
2156127	2157678	13
2158884	2161525	21
2162097	2163157	4
2163974	2163975	1
2164628	2166058	10
2166594	2173904	90
2174765	2176346	10
2177072	2178949	13
2179723	2181633	20
2182173	2186762	29
2187377	2188257	6
2188876	2188958	2
2189721	2193896	67
2194788	2198183	26
2198797	2200211	27
2200764	2202240	7
2203980	2205200	9
2206122	2206212	2
2206932	2207390	3
2208358	2211673	28
2212360	2213814	12
2214314	2214853	6
2215932	2226308	261
2226938	2227696	6
2228207	2231702	59
2232390	2232391	1
2232986	2235259	15
2236491	2236759	3
2237722	2238136	13
2238996	2238997	1
2239558	2241389	26
2241985	2241986	1
2242701	2243657	9
2244202	2245708	9
2246619	2250749	35
2251328	2252683	9
2253189	2257539	29
2258279	2263198	44
2263776	2265986	57
2266507	2269063	27
2269659	2270525	4
2271044	2271446	3
2272015	2273404	10
2273923	2276033	31
2277235	2277236	1
2277776	2278760	9
2279283	2281333	17
2282225	2284927	20
2285799	2288850	40
2289584	2289585	1
2290319	2290747	3
2291494	2293141	21
2293744	2295274	11
2296516	2300126	24
2300797	2303057	19
2303912	2305018	8
2305658	2310243	26
2310892	2311400	4
2312076	2314499	14
2315007	2316805	28
2317323	2319276	23
2319800	2321506	10
2322146	2322190	2
2322773	2327893	84
2328500	2328968	5
2329758	2330682	8
2331201	2331202	1
2331875	2332013	5
2332581	2337749	73
2338454	2340066	11
2340831	2341015	3
2341514	2341572	2
2342417	2346148	19
2346704	2347701	6
2348549	2351034	21
2351630	2352089	2
2353307	2355582	15
2356227	2356437	4
2356969	2360666	30
2361471	2362285	5
2363289	2366761	18
2367419	2367420	1
2368350	2369667	8
2370317	2372582	11
2373226	2374902	16
2375519	2376540	8
2377545	2379977	17
2381538	2386571	31
2387102	2388168	9
2388714	2391789	17
2392382	2392383	1
2393061	2393168	2
2394032	2396512	19
2397145	2398475	10
2399705	2399743	2
2400306	2400929	3
2401561	2402753	11
2403414	2403900	5
2404815	2405310	3
2405847	2406340	2
2406858	2407161	4
2407701	2408378	5
2409074	2409075	1
2409682	2414065	50
2415373	2417142	19
2417656	2418637	15
2419161	2419305	4
2419819	2420218	3
2421118	2423790	18
2424334	2424503	2
2425129	2429783	53
2430409	2430410	1
2431302	2433067	17
2433789	2438351	24
2439012	2440189	22
2441065	2442094	11
2442982	2448432	42
2449139	2452287	18
2452875	2453067	4
2453619	2454723	6
2455606	2456547	6
2457586	2461028	26
2461958	2464728	27
2465258	2465259	1
2465898	2465961	2
2466470	2469248	14
2470019	2470921	8
2471761	2471762	1
2472374	2472499	4
2473050	2474365	11
2474864	2475498	10
2476007	2476580	4
2477336	2477753	3
2478440	2480526	22
2481303	2482227	7
2482771	2482772	1
2483308	2483714	5
2484393	2485261	13
2485866	2486159	13
2486861	2489563	21
2490276	2490372	2
2491400	2492203	9
2492909	2494354	16
2496130	2497158	13
2497697	2499217	16
2499790	2501930	12
2502784	2504761	11
2505671	2506964	9
2507921	2508502	7
2509230	2509231	1
2509807	2511268	12
2511816	2513374	13
2514006	2517498	25
2518045	2519682	10
2520415	2520497	3
2521120	2524169	16
2525550	2525605	2
2526959	2527604	18
2528148	2531224	24
2531847	2533840	13
2534640	2537016	20
2538559	2539234	6
2539773	2542371	19
2542978	2549541	108
2550099	2550881	15
2551804	2555306	46
2556272	2560558	58
2561091	2562118	18
2562882	2563807	14
2564335	2569674	65
2570467	2574029	45
2574542	2578374	55
2578899	2580108	8
2580622	2581167	4
2582462	2582745	7
2583654	2588738	62
2589641	2591237	11
2591843	2592049	8
2592581	2592645	2
2593205	2593529	2
2594368	2595725	23
2596342	2602466	100
2603008	2603009	1
2603601	2604982	10
2605561	2608317	22
2608898	2611049	28
2611700	2612887	13
2613605	2613606	1
2614418	2616381	22
2616980	2619060	30
2619845	2622339	18
2622896	2624417	11
2625039	2627248	30
2627982	2629397	20
2630038	2637156	49
2638064	2638326	5
2639502	2639764	9
2640488	2644012	27
2644555	2645653	7
2646337	2646638	3
2647326	2647681	6
2648302	2651049	14
2651593	2652900	9
2653463	2655715	36
2656346	2656486	2
2657074	2658185	8
2658951	2659099	3
2659776	2659882	2
2660942	2668632	41
2669336	2670427	5
2671039	2671433	3
2672054	2672100	2
2672603	2675213	18
2676066	2679708	20
2680275	2680276	1
2680840	2682654	17
2683395	2688203	27
2689137	2689652	3
2690444	2690548	5
2691089	2692776	9
2694107	2694108	1
2694748	2694895	3
2695401	2697216	10
2697982	2701661	38
2702484	2706445	48
2707803	2707830	2
2708341	2711734	31
2712289	2712290	1
2712799	2714655	14
2715262	2717628	14
2718561	2718931	4
2719541	2720536	11
2721878	2722420	5
2723955	2723956	1
2724582	2725901	7
2726465	2728668	18
2729372	2732389	42
2733228	2735319	18
2735841	2736376	3
2736964	2738745	25
2739765	2741215	26
2742101	2742550	4
2743076	2743249	2
2743890	2749103	23
2749623	2754787	52
2755398	2755610	2
2756131	2756448	3
2757137	2757919	6
2758450	2762023	17
2762909	2764107	6
2764962	2765560	3
2766187	2768838	15
2769677	2770010	6
2770694	2770695	1
2771601	2772725	5
2773449	2773906	3
2774573	2774574	1
2775875	2775876	1
2776879	2777361	3
2778229	2778487	4
2779172	2779632	4
2780221	2786920	61
2787897	2788187	3
2789143	2789624	2
2790182	2790183	1
2790885	2792977	59
2793574	2793575	1
2794222	2794413	3
2795114	2795115	1
2795661	2797043	9
2797601	2798056	2
2798581	2799016	6
2799971	2800063	4
2801229	2803090	10
2803764	2804236	5
2804850	2805061	2
2805578	2805582	2
2807771	2809999	12
2810520	2811180	4
2811694	2813957	20
2814847	2816349	13
2816964	2819849	16
2820577	2821098	5
2821634	2823767	20
2824417	2830781	95
2831382	2833756	27
2834386	2834538	2
2835671	2836108	3
2836762	2837509	7
2838042	2838043	1
2838653	2838654	1
2839240	2840132	9
2840676	2841995	10
2842998	2843106	3
2843618	2844025	2
2844568	2846629	15
2847413	2847575	2
2848302	2849071	7
2849588	2850863	6
2851470	2853462	56
2854161	2855420	7
2856255	2857374	14
2857898	2858282	4
2858810	2862199	27
2863140	2865008	12
2865789	2869204	33
2871308	2875001	36
2875581	2876052	4
2876731	2876748	2
2877687	2879691	19
2881066	2886591	49
2887093	2888429	11
2889366	2889367	1
2890103	2890226	3
2890761	2891189	7
2891829	2892813	7
2893345	2893346	1
2894295	2894375	2
2895098	2895312	2
2896026	2896027	1
2897163	2898112	7
2898730	2899072	3
2900032	2900177	2
2900805	2900806	1
2901654	2902008	2
2903328	2903329	1
2903921	2903941	2
2904635	2906761	30
2907262	2910877	26
2911695	2912942	11
2913619	2914241	4
2915696	2915964	3
2916671	2916672	1
2917206	2918520	12
2919024	2919272	4
2919801	2923294	37
2923902	2924255	2
2924827	2927747	19
2928354	2928355	1
2928859	2930987	19
2931664	2931665	1
2932281	2933042	6
2933661	2935110	9
2936129	2936205	2
2937026	2937550	4
2938225	2941477	16
2942073	2942414	4
2943516	2948572	38
2949121	2949926	5
2950925	2952989	12
2953528	2953529	1
2954202	2955307	5
2955931	2957448	13
2958046	2959563	12
2960344	2960345	1
2961319	2961320	1
2961893	2963421	10
2964020	2966322	13
2966921	2967798	5
2968681	2970180	17
2971016	2971253	2
2971815	2974466	13
2975211	2975833	6
2976381	2976560	3
2977211	2977825	4
2978581	2978910	3
2979858	2983267	26
2983996	2984044	2
2984696	2990536	35
2991285	2992386	8
2993448	2994017	8
2994595	2996886	12
2998023	3001215	23
3002084	3002519	7
3003377	3005606	11
3006220	3006589	2
3007793	3007794	1
3008306	3012532	26
3013226	3013748	5
3014518	3014877	5
3015836	3016528	4
3017149	3017491	2
3017999	3022353	25
3023049	3023050	1
3023687	3024462	8
3025196	3026349	16
3026870	3030598	21
3031159	3031160	1
3032441	3033279	4
3033793	3035307	52
3035978	3036067	2
3036679	3037822	9
3038660	3038902	2
3039418	3047593	69
3048321	3048322	1
3049148	3054927	40
3055460	3055651	2
