START	END	SITES
220633	220634	1
221355	222186	16
222388	222837	8
223221	223222	1
223453	223698	6
223950	224128	5
224414	224438	3
224794	224954	2
225567	225688	2
226047	226048	1
227218	227219	1
227487	227488	1
227730	227750	2
228032	228033	1
228299	228424	4
228623	228742	4
229165	229166	1
230142	230307	2
230549	231082	6
231318	231655	3
232066	232067	1
232455	232591	3
232887	233568	13
233854	234089	3
235413	235414	1
235855	235919	3
236215	236805	9
237106	237268	2
237603	238607	24
238925	239394	15
239740	240048	3
240516	240686	3
240970	241091	2
241417	241632	3
242062	242207	6
243130	243541	11
243741	243749	2
243985	243986	1
244487	244827	5
245488	245661	3
245874	245875	1
246828	247051	3
247620	247628	2
248024	248286	4
248627	248628	1
249317	249512	4
249728	249910	3
250234	251670	21
251882	252078	3
252919	252955	2
253329	253368	3
254000	254001	1
254339	254340	1
255304	255305	1
255622	255623	1
256039	256040	1
256542	256862	3
257087	257088	1
257328	257329	1
257876	258022	2
258242	258277	2
258541	258542	1
258920	258921	1
259224	259821	7
260136	260546	4
260984	260985	1
261223	261285	2
261560	261775	5
263357	263358	1
263729	264037	3
264270	264271	1
264492	264739	5
265647	265753	2
266125	266126	1
266764	267001	3
268230	268272	2
268601	268612	2
270068	270230	3
271113	271156	2
271462	271471	2
271722	271870	2
272316	272317	1
273215	273235	2
273644	273645	1
273978	273979	1
274372	274974	6
275798	275799	1
276437	276475	2
276833	276834	1
277437	277506	2
277711	277765	2
277964	278340	3
278777	278778	1
279041	279042	1
279392	279393	1
279809	279893	2
280119	280686	16
281030	281031	1
281476	281790	4
282141	282173	2
282954	282955	1
283401	283813	6
284140	284172	2
284401	284918	15
285869	285987	2
286251	286252	1
286671	286672	1
287088	287089	1
287488	287489	1
288189	288190	1
288392	288393	1
288964	289922	17
290268	290332	2
290599	291466	21
291699	292362	19
292571	292849	3
293423	293424	1
293662	293743	2
294287	294683	9
295002	295003	1
295378	295379	1
295972	296089	2
296338	296554	3
297334	297493	3
297904	297905	1
298216	298294	2
298541	298555	2
298820	298847	2
299064	299452	5
301303	301356	2
302500	302659	3
303052	303053	1
303361	303476	3
303818	303819	1
304021	304032	2
304313	304314	1
304518	304635	3
305086	305247	2
305698	305890	3
306193	306683	12
306914	307466	9
307691	307945	3
308703	308704	1
308972	309139	2
309812	309813	1
310233	310584	11
312000	312001	1
312346	312401	2
312881	312882	1
313240	313241	1
313521	313650	3
314085	314086	1
314437	314633	2
315004	315078	2
315512	315513	1
315733	315830	3
316197	316229	3
316709	316710	1
317387	317544	3
317842	317855	2
318569	318720	2
319042	319223	2
319575	319576	1
320266	320321	2
320737	321015	4
321910	321911	1
322672	322673	1
322964	323404	4
323636	323657	2
323865	324096	4
324547	324548	1
325474	325475	1
325703	325787	2
326045	326072	2
326905	327129	4
327370	327615	4
327862	327863	1
328089	328216	3
328416	328674	6
329080	329335	4
329627	329628	1
329855	329865	2
330186	330516	5
330785	330786	1
331497	331904	4
332544	332597	2
333751	333752	1
334098	334099	1
334301	334893	7
335538	335539	1
335796	336118	5
336681	336682	1
336985	337334	6
337650	337651	1
337993	337994	1
338885	338886	1
339694	339786	2
340440	340562	3
340782	340878	2
341170	341295	2
341963	341964	1
342264	342791	7
343225	343226	1
344054	344055	1
345072	345141	2
345874	346189	3
347093	347094	1
347467	347675	3
347951	347952	1
348301	348376	3
348612	349028	6
349355	349356	1
350018	350031	2
350237	350555	7
350788	351028	3
351237	351238	1
351627	351628	1
353135	353414	4
353649	353650	1
354218	354219	1
354995	354996	1
355771	355791	2
356384	356385	1
357881	357882	1
358121	358122	1
358381	358392	2
359017	359018	1
359655	359656	1
360315	360360	2
360593	360594	1
361308	361309	1
361518	361519	1
362220	362257	2
363017	363018	1
363255	363256	1
364201	364215	2
364562	364664	2
364884	364885	1
365404	365405	1
365643	365644	1
366954	367150	4
367499	367500	1
367934	367954	2
369469	369470	1
371906	371907	1
372235	372321	2
372740	373234	5
373611	374537	11
375073	375173	2
375593	375594	1
375886	375887	1
376205	376206	1
376772	376799	2
376999	377125	3
377664	378156	5
378680	378839	2
379180	379319	2
379601	379602	1
379999	380079	2
380335	380336	1
381007	381008	1
382211	382287	2
382799	382800	1
383371	383754	7
384254	384345	3
384718	384719	1
385152	385153	1
385796	386085	4
386944	386945	1
387650	387651	1
387956	388306	4
388738	389014	3
389399	389400	1
389831	390600	9
391083	391204	2
391915	391916	1
392590	392775	2
393144	393332	5
393635	393636	1
394089	394090	1
394449	394601	2
394873	394874	1
395345	395346	1
396339	396366	2
396736	396945	3
397486	397487	1
398022	398193	2
398842	398843	1
399254	399820	8
400600	400601	1
401405	401406	1
401859	401860	1
402182	402406	3
403436	403437	1
404676	405027	4
405311	405312	1
406054	406095	2
406421	407029	8
407344	407345	1
407597	408473	19
408681	408811	5
409555	409556	1
409836	410232	4
411153	411420	3
411678	411679	1
411913	411914	1
412140	412647	12
413330	413515	4
413737	413799	5
414022	414081	2
414312	414313	1
414737	414738	1
415024	415205	2
415824	415864	2
416132	416335	4
416814	416815	1
417163	417200	2
417501	417542	2
417791	417792	1
418078	418338	10
419306	419945	7
420197	420245	2
421004	421301	4
421620	421621	1
421974	421979	2
422468	422469	1
423249	423341	2
423872	424108	3
424334	424480	2
424901	424902	1
425196	425197	1
425863	426097	3
426440	427198	26
427810	427811	1
428997	429029	2
429802	430073	8
430305	430306	1
430704	430705	1
430977	431070	2
431744	431923	2
432173	432388	3
432730	432783	3
433106	433107	1
433745	433746	1
434274	434779	8
435003	435118	4
435492	435638	4
435961	436067	3
436588	436978	6
437199	437519	6
437800	439265	20
439813	440197	7
440593	440594	1
440981	440982	1
441858	441909	2
442166	442287	5
443404	443603	8
443846	443930	3
444170	444296	2
445261	445313	3
445658	445659	1
446271	446382	3
446652	446653	1
446857	446858	1
447350	447599	3
447959	448150	2
448388	448389	1
448858	449489	8
449831	449905	2
450104	450246	3
450511	450827	4
451053	451071	2
451342	451812	6
452849	453026	4
453444	453445	1
453680	453681	1
453921	454111	4
454365	454568	3
454927	456376	28
456585	456682	3
456927	459529	54
459728	461980	59
462443	462497	2
462914	462915	1
463451	463603	2
463997	463998	1
464354	464617	4
465012	465013	1
465275	465356	3
465636	466454	13
467039	467040	1
467350	467351	1
467571	467572	1
468002	468150	3
468355	468557	4
469076	469077	1
469363	469364	1
470058	470295	3
471437	471511	2
471835	472098	7
472547	472591	2
473380	473381	1
474042	474091	2
474544	474545	1
474910	474911	1
475516	475640	2
476111	476169	2
477023	477628	11
478733	479149	10
480995	480996	1
481356	481548	3
481903	482298	4
483330	483331	1
483976	483977	1
484343	484755	5
485783	485846	3
488172	488173	1
488536	488567	2
489309	489362	2
489770	490190	5
490505	490683	3
491888	492551	7
492926	492927	1
493193	493432	3
493787	493806	2
494024	494226	7
495042	495658	11
496055	496079	2
496834	496835	1
497187	497188	1
497408	497409	1
498073	498074	1
498549	498550	1
498874	499131	9
499410	499449	3
499663	499664	1
500041	500042	1
500369	500930	7
501149	501290	3
501640	501709	2
502362	502451	2
503253	503254	1
503911	503912	1
504390	504391	1
504759	504974	6
506699	507013	6
507360	507699	6
507969	507970	1
508218	508219	1
508594	508595	1
508836	508837	1
509357	509454	2
509832	509922	2
510563	510711	2
511052	511065	2
511275	511475	3
511765	511792	2
512158	512916	19
513151	513288	2
514120	514212	3
514457	514613	2
514812	514817	2
515258	515423	2
515873	515874	1
516087	516099	2
516425	516639	3
517184	517541	4
517910	517911	1
518623	519220	10
519629	519730	2
520443	520630	2
520921	520922	1
521301	521426	4
521640	521641	1
522121	522122	1
522496	522497	1
522718	522836	2
523284	523285	1
523592	523593	1
523938	524364	5
524766	525322	14
525581	525732	3
526027	526028	1
526324	526814	5
527229	527230	1
527441	527442	1
527956	527969	2
528172	528196	2
528678	528679	1
528925	529353	9
529640	529654	2
529904	529957	2
530483	531100	6
532111	532381	13
532581	532726	3
532976	533039	3
533310	533327	2
533730	533731	1
534243	534579	4
534870	535277	5
535586	535587	1
536364	536475	2
537067	537401	5
538461	538462	1
539003	539213	3
539563	539564	1
539846	539847	1
540095	540614	5
540925	540926	1
541357	541358	1
541607	541608	1
541963	542213	3
542735	542871	4
543153	543154	1
543535	543562	2
544610	544611	1
545244	545710	8
545936	545937	1
546180	546200	2
546448	546449	1
546712	546793	2
547205	547206	1
547591	547592	1
547910	548156	4
548380	548381	1
548747	548748	1
549079	549080	1
549349	549350	1
549845	549846	1
550125	550126	1
550352	550353	1
550553	550554	1
550826	550880	2
551502	551503	1
551718	551952	4
552692	552961	4
553194	553195	1
553406	554151	10
554382	555016	7
555215	555729	5
556485	556486	1
556853	556854	1
557500	557501	1
557809	557810	1
558063	558126	2
558386	558387	1
559336	559337	1
559587	559588	1
560028	560167	2
560995	561097	2
561463	561963	4
562483	562675	2
563165	563203	2
563903	564072	2
564352	564364	2
565045	565046	1
565402	565521	3
566193	566335	2
566939	566940	1
567469	567499	2
567735	567957	5
568350	568382	2
568679	568738	2
569080	569418	6
569919	570015	2
570226	570227	1
570455	570698	8
571245	571272	2
571647	572012	5
572500	572523	2
573226	573227	1
573481	573499	2
573719	573720	1
574001	574620	7
574911	575080	4
575318	575450	2
576297	576370	2
577119	577302	2
577756	577757	1
578017	578040	2
578831	578946	2
579405	579605	4
579843	579867	2
580307	580308	1
580527	580528	1
581277	581278	1
582083	582133	2
582505	582889	19
583300	583461	3
584902	585001	2
585610	585611	1
585883	585884	1
586506	586703	2
586939	586940	1
587395	587453	2
587740	587766	2
588049	588395	6
588894	589236	4
589988	589998	2
590201	590226	2
590616	590617	1
590850	591165	11
591439	592039	9
592331	592517	3
592973	592974	1
594230	594231	1
594461	595391	14
596464	596484	2
597347	597421	3
597712	597713	1
597918	597919	1
598307	598375	2
599357	599459	2
599837	599838	1
600090	600091	1
600464	600465	1
600694	600695	1
600963	600985	3
601189	601190	1
601815	602077	3
602297	602593	4
603119	604098	16
604649	604650	1
605165	605186	2
605440	605517	2
606427	606428	1
606694	606957	12
607692	607830	3
608948	608949	1
609169	609593	12
609962	609963	1
610341	610480	6
610746	610759	2
611239	611393	2
611837	611838	1
612329	612435	5
612657	612658	1
613088	613089	1
613670	614037	6
614764	614765	1
615670	615671	1
616238	616239	1
616615	616769	2
617663	617814	3
618184	618185	1
618390	618480	2
618798	618799	1
619031	619077	3
619509	619700	3
620424	621043	6
621497	621807	10
622056	622057	1
622266	622267	1
622894	623001	3
623249	623368	4
623635	623873	4
624122	624123	1
624329	624519	2
624982	625128	2
625398	625574	4
625942	626278	5
626707	626708	1
627128	627162	2
627459	628393	14
628716	629304	13
629566	629567	1
629968	630205	13
631103	631104	1
631348	631349	1
631599	631890	3
632344	632734	5
633292	633293	1
633526	633527	1
633977	634458	10
634664	634866	7
635301	635332	2
635556	635676	2
636174	636175	1
636692	636856	5
637090	637108	2
637716	637757	2
638009	638092	2
638336	638402	2
638850	638851	1
639084	639261	3
639760	639761	1
640511	640512	1
641664	641665	1
641879	642250	4
642559	642625	2
643551	643552	1
644853	644935	2
645352	645487	3
645870	646095	6
646472	647125	7
647346	647619	3
647820	647821	1
648141	648142	1
648800	648801	1
649361	649362	1
650082	650330	3
650758	650786	2
651269	651471	3
652257	652392	3
652879	653112	4
653547	653761	12
654183	654507	5
655050	655201	2
655720	655721	1
655984	655985	1
656311	656401	3
656685	656809	2
657011	657205	3
658134	658135	1
658363	658364	1
658573	658574	1
658848	658849	1
659227	659228	1
659429	659434	2
660043	660044	1
660290	660457	2
660891	660936	2
661543	661544	1
661920	663412	52
663631	664247	10
664576	664577	1
664842	664974	4
665233	665755	7
665980	665981	1
666212	666243	2
666538	666671	3
666993	667308	4
667563	668045	7
668382	668383	1
668688	668706	2
669140	669239	2
669572	669573	1
670060	670126	3
670366	670367	1
670919	671190	3
671390	671667	16
671873	671974	2
672234	672235	1
672552	672747	2
673651	673652	1
673896	673965	2
674962	675154	3
675708	675709	1
676188	676189	1
676512	676513	1
676807	676808	1
677243	677290	3
677658	677659	1
677934	678072	3
678952	678953	1
679748	679749	1
680341	680342	1
680634	680697	2
681334	681437	3
681802	681803	1
682291	682292	1
682702	682703	1
682977	683075	2
683305	683306	1
683942	684525	8
684730	684978	3
685724	685816	2
686056	686057	1
686277	686278	1
687708	687838	2
688535	688536	1
688938	688939	1
689140	689205	2
689688	689689	1
689996	690452	7
690880	691232	6
691449	691450	1
691717	691743	2
692050	692060	2
692341	692475	3
692684	692798	5
693187	693188	1
694080	694879	7
695324	696006	6
696232	696361	3
696864	697010	3
697453	698380	11
699180	699654	6
700618	700992	5
701502	701784	4
702339	703105	8
703446	703447	1
704120	704121	1
704320	704321	1
704711	704712	1
704935	704956	2
705187	705188	1
705939	705989	2
706559	706560	1
707163	707193	2
707451	707452	1
707716	707717	1
707966	708069	2
708428	708429	1
709150	709526	5
709800	709801	1
710274	710275	1
710548	710580	2
711271	711272	1
711857	711897	2
712720	712764	2
713069	713321	5
713824	714051	6
714819	714916	2
715200	715201	1
715683	716043	4
716859	716860	1
717165	717244	3
717612	717683	3
718375	718627	4
719047	719335	4
720033	720034	1
720348	720759	4
721002	721808	11
722009	722033	2
722288	722289	1
722778	722779	1
723612	723740	2
724324	724359	2
725116	725459	7
725701	725702	1
726076	726077	1
726530	726746	3
726993	728120	14
728431	728432	1
728771	729330	9
730021	730172	2
731013	731014	1
731399	731531	2
731831	731832	1
732315	732381	3
732591	732628	2
733366	733749	5
734378	734653	4
734916	735279	16
735492	735493	1
736313	736394	2
736876	737028	2
737314	737315	1
737747	737748	1
738008	738049	2
738280	738281	1
738762	739080	4
739463	739740	8
740101	740170	2
740644	740645	1
740973	741161	2
741612	742129	12
742407	742769	7
743984	744043	2
744283	744527	3
744891	745164	25
745450	745451	1
745654	746603	14
747423	747424	1
747650	748541	8
748748	748749	1
749024	749025	1
750473	750477	2
750794	750918	2
751360	751369	2
751761	751762	1
752346	752347	1
752796	752905	2
753476	754270	9
755379	755533	3
756131	756132	1
757229	757230	1
757793	757794	1
759213	759214	1
759461	759653	3
759905	760300	4
761627	761750	2
762205	762299	3
762662	762663	1
763107	763108	1
763400	763536	3
763846	763847	1
764505	764506	1
764747	764827	2
765039	765520	6
765741	765971	8
766268	766269	1
766561	766630	2
767503	767579	3
767834	768002	2
768328	768529	3
768793	769064	5
769304	769377	2
770509	770684	2
771258	771259	1
771571	771572	1
771785	771945	2
772358	772359	1
772612	772708	2
772968	773055	2
774379	774380	1
775302	775303	1
775625	775626	1
776390	776668	4
776926	777084	2
777489	778013	10
778303	778489	2
779380	779387	2
779784	779785	1
780008	780009	1
780263	780438	5
780770	780771	1
781055	781155	2
781412	781710	3
782268	782269	1
782549	782550	1
782978	782979	1
783229	783230	1
783625	783626	1
784662	784917	3
785161	785219	2
785551	785571	2
786121	786259	3
786473	786474	1
786745	787444	20
787980	787981	1
788500	788501	1
788730	788731	1
789259	789538	4
789766	790170	5
791316	791317	1
792189	792190	1
792914	792958	2
793388	793657	7
793914	793915	1
794216	794951	20
795365	795700	5
796091	796593	10
796825	798500	57
798938	798939	1
799520	799598	3
799800	799801	1
800003	800128	4
800600	800627	2
800857	800858	1
801591	802380	25
802645	803502	37
803776	804342	7
805118	805326	3
805596	805638	2
806166	806534	4
806754	806863	4
807511	807806	5
808080	808081	1
808503	809795	16
810061	810284	7
810642	810695	2
811136	811137	1
811495	811496	1
812289	812290	1
812520	812900	5
813133	814185	20
814887	815334	4
815552	815553	1
815799	815800	1
816116	816245	2
816583	816878	6
817335	817336	1
817606	817681	2
818166	818167	1
818789	819364	11
820377	820378	1
822252	822253	1
822689	822690	1
823456	823952	10
824151	824308	2
825324	825325	1
825892	826450	8
827489	828424	17
829061	829062	1
829268	829370	2
829851	829996	3
830339	830519	4
831387	831570	5
831838	831839	1
832220	832379	3
832917	833627	12
834045	834508	6
835043	835044	1
835588	835840	6
836094	836245	4
836575	836576	1
836930	836931	1
837359	837418	2
837670	837671	1
838110	838527	9
838815	838816	1
839773	839822	2
840442	840443	1
840740	842217	58
842457	842482	2
842712	842713	1
843763	843764	1
844316	844317	1
845020	845021	1
845235	845236	1
845927	846035	2
846242	846243	1
846733	847008	4
847261	847386	2
847717	847937	4
848240	848737	7
849042	849043	1
849535	851186	21
851648	851781	4
852253	852254	1
852653	852654	1
853333	853334	1
853778	853905	6
854666	854886	4
855293	855294	1
855667	855668	1
856189	856266	3
856541	856709	2
857599	857600	1
858103	858104	1
858347	858412	3
858684	858880	3
859806	859807	1
860570	860571	1
861165	861993	8
862224	862225	1
862444	863852	36
864240	864241	1
864580	864581	1
865037	865490	7
866402	866547	2
866996	866997	1
867463	867464	1
868114	868115	1
868444	868505	2
868706	868707	1
868963	869388	5
869766	869767	1
870270	870271	1
870697	870698	1
871332	871333	1
871858	872053	8
872393	872562	2
872885	873609	18
873906	874181	3
874495	874507	2
874896	874897	1
875493	875494	1
875713	875833	2
876406	876407	1
876648	876649	1
876858	877002	2
877339	877340	1
878590	878591	1
879437	879530	3
879869	879944	2
880418	880419	1
881008	881153	3
882033	882034	1
882401	882486	2
882959	883261	5
883918	883919	1
884168	884340	3
884782	885189	7
886087	886376	4
886704	886705	1
887329	887370	3
887706	887846	3
888942	889374	4
890562	890563	1
891037	891038	1
891441	891507	2
892124	892315	4
892535	892635	2
893461	893690	11
894331	894393	2
894775	894776	1
895205	895668	6
896059	896060	1
896302	896372	2
896575	896794	4
897196	897275	2
897581	897731	2
898116	898117	1
898552	898569	2
899228	899487	11
899818	899947	3
900203	900204	1
900775	902823	68
904021	904022	1
904693	904694	1
904920	904921	1
905416	905482	2
906363	906744	4
907311	907312	1
908005	908224	4
908573	908732	5
908966	909159	3
909391	909392	1
909871	910311	5
910743	910781	2
911229	911230	1
911508	911509	1
911757	912008	7
912336	912337	1
912690	912691	1
912940	913167	3
913500	913849	16
914228	914229	1
914513	914564	2
915024	915025	1
915724	915872	2
916106	916116	2
916422	916423	1
917223	917375	4
917986	918059	2
918469	918709	5
919885	920272	5
921003	921004	1
921755	922764	23
923737	923788	2
924125	924389	4
924652	924832	2
925328	925329	1
925599	925600	1
925909	925910	1
926400	926433	2
927068	927069	1
927548	927549	1
928655	928693	2
929871	929872	1
930093	930120	2
930948	931081	3
931295	931296	1
931551	931552	1
932051	932138	2
932885	932886	1
933368	933369	1
933610	933919	4
934179	934296	2
934811	934812	1
935344	935593	5
935800	936534	13
936745	936817	2
937094	937396	4
937847	938059	9
938985	938986	1
939368	939369	1
939571	940024	5
940692	940693	1
941364	941413	2
941939	941940	1
942554	942555	1
942819	943130	3
943947	943948	1
944408	944480	2
944737	944738	1
945150	945452	6
945933	945934	1
946353	946942	11
947494	947586	2
948423	948574	2
949354	949355	1
949937	949938	1
950192	950193	1
951171	951381	4
951627	951628	1
951846	951847	1
952513	952845	3
953155	953282	4
953809	953832	2
954048	954442	22
954747	954797	3
955113	955674	5
956180	956227	2
956853	956854	1
957108	957542	12
958091	958092	1
958382	958689	4
959743	959744	1
960064	960065	1
960403	960590	3
961102	961285	3
961524	961525	1
961843	961844	1
962936	963220	11
963434	963435	1
963690	963828	4
964058	964059	1
964672	964680	2
965385	965548	4
965801	965942	3
966159	966211	2
966437	966468	2
967155	968553	19
968960	968961	1
969314	969315	1
969554	969555	1
969917	970079	2
970294	970295	1
970499	970500	1
971200	971578	4
972220	972221	1
973567	973749	3
974182	974300	3
974729	974884	4
975261	975262	1
975892	975979	3
976180	976181	1
976447	976605	2
977016	977017	1
977969	978091	2
978309	978310	1
978906	979195	9
979468	979469	1
979744	979781	2
980431	980488	2
980910	980967	2
981172	981173	1
982388	982467	2
982863	982864	1
983209	983366	2
983579	984137	8
984356	984489	3
985165	985166	1
985595	985847	3
986412	986706	8
987370	987689	3
988127	988128	1
988669	988727	2
989014	989015	1
989223	989224	1
989432	989433	1
989806	989807	1
990058	990059	1
991283	991450	3
991824	992021	4
992843	992844	1
993232	993464	4
993705	993833	2
994231	994232	1
994479	994795	4
995191	995192	1
995564	995565	1
995772	996056	4
996255	996501	3
997157	997158	1
997430	997517	3
997722	997854	2
998692	999040	4
1000051	1000052	1
1001076	1001149	3
1001412	1001835	14
1002385	1002386	1
1002937	1002938	1
1003184	1004298	14
1004968	1005173	8
1005609	1005826	4
1006152	1006587	7
1006793	1006866	2
1007071	1007742	9
1008842	1009160	8
1009377	1009378	1
1009621	1010039	7
1010317	1010318	1
1010541	1010843	5
1011062	1011298	3
1011523	1011524	1
1011767	1011768	1
1011975	1011976	1
1012266	1012267	1
1013040	1013041	1
1013470	1013523	3
1014189	1014190	1
1014398	1014427	2
1014710	1014959	5
1015377	1015515	2
1015890	1015891	1
1016265	1016320	2
1016569	1016570	1
1016857	1016858	1
1017253	1017254	1
1017805	1018047	5
1018305	1018560	3
1018831	1018832	1
1019061	1019280	4
1019635	1020338	7
1020824	1020825	1
1021056	1021057	1
1021576	1021601	2
1022203	1022204	1
1022618	1022619	1
1023003	1023100	3
1023555	1023556	1
1025592	1025593	1
1026020	1026430	6
1026753	1026791	2
1027191	1027764	5
1028259	1028616	5
1029048	1029516	8
1029849	1029850	1
1030129	1030233	2
1030883	1030884	1
1031862	1031863	1
1032984	1033138	3
1033394	1033395	1
1033633	1033754	2
1034901	1035183	6
1035513	1035598	3
1036108	1036595	4
1036869	1036870	1
1037693	1037849	2
1038186	1038187	1
1038404	1038405	1
1038994	1039509	4
1039726	1039727	1
1040523	1040734	3
1041355	1041356	1
1041649	1041805	2
1043150	1043151	1
1043615	1043986	6
1044565	1044656	2
1044866	1045060	2
1045410	1045411	1
1045762	1045763	1
1046213	1046371	3
1046792	1046793	1
1047504	1047637	3
1048025	1048103	2
1048617	1048795	2
1049736	1049852	2
1050421	1050422	1
1051124	1051201	2
1051518	1051862	5
1052183	1052397	4
1052706	1052707	1
1053040	1053325	3
1053550	1053551	1
1053876	1053877	1
1054415	1054416	1
1054625	1054882	4
1055533	1055534	1
1055798	1055799	1
1056004	1056005	1
1056272	1056273	1
1056518	1056519	1
